Sales Record,,,,,,,,,,
,,,,,,,,,,
Order ID,Order Date,Unit Cost,Price,Order Qty,Cost of Sales,ProductKey,Product Sub Category Key,ChannelKey,Promotion Key,CityKey
5354,8/26/2015,34.25283565,66,10,342.5283565,1246,22,1,1,9
5355,1/27/2014,34.91690842,301,9,314.2521758,1425,21,1,7,14
5356,2/23/2014,8.608749199,23,9,77.47874279,610,10,1,5,12
5357,2/5/2016,130.0986425,326,18,2341.775566,223,12,1,5,2
5359,3/16/2014,252.2532033,402,10,2522.532033,1403,19,1,1,22
5360,3/21/2014,177.7592721,290,10,1777.592721,118,8,4,1,30
5362,5/6/2014,47.30820564,129,5,236.5410282,22,8,1,1,29
5363,9/17/2014,84.23919569,229,8,673.9135655,680,17,1,4,3
5364,11/11/2014,225.2180337,310,13,2927.834438,1458,19,3,10,2
5367,3/10/2016,48.6266153,79,12,583.5193836,1227,6,2,8,20
5368,1/12/2015,29.86692376,268,9,268.8023139,51,8,1,7,9
5369,2/13/2015,239.5563309,339,12,2874.675971,553,11,2,8,20
5370,10/28/2014,148.853995,569,13,1935.101935,866,11,1,10,12
5371,5/11/2016,178.4390118,290,10,1784.390118,121,8,1,1,14
5373,12/6/2013,43.57964937,588,9,392.2168443,87,9,1,5,21
5374,11/3/2014,82.49724301,178,8,659.9779441,269,2,2,4,20
5375,9/30/2016,69.73497374,208,20,1394.699475,1430,19,2,1,2
5377,1/7/2014,52.36823129,268,9,471.3140816,1371,19,1,5,4
5378,4/27/2014,622.0432364,699,10,6220.432364,1604,17,1,1,4
5379,7/17/2014,143.1256634,269.95,12,1717.507961,1131,7,1,3,10
5381,4/24/2015,86.71532406,319,10,867.1532406,1292,4,1,1,8
5382,6/12/2015,19.84719884,28,12,238.166386,419,3,1,2,12
5386,5/27/2016,228.7128687,599,10,2287.128687,216,12,1,1,30
5387,6/4/2014,63.25710068,219.95,18,1138.627812,1535,7,1,2,2
5388,10/19/2014,259.4689835,299,6,1556.813901,516,11,1,10,2
5389,10/5/2014,11.37594292,36.99,12,136.511315,628,3,2,10,2
5390,3/12/2015,120.9640182,280,9,1088.676164,1413,19,4,7,15
5392,7/16/2016,501.9851937,980,10,5019.851937,295,2,4,1,15
5393,11/23/2016,8.887868752,49.99,26,231.0845876,697,3,2,10,2
5394,3/17/2014,503.9512922,988,12,6047.415506,297,2,1,8,11
5395,3/31/2015,4.057712154,12.99,10,40.57712154,343,15,1,1,8
5396,11/4/2016,219.7168586,436.2,13,2856.319162,243,9,1,11,9
5399,2/14/2015,63.93697505,66,18,1150.865551,1246,22,3,5,2
5400,4/12/2014,84.51158881,269.95,30,2535.347664,1130,7,3,1,2
5401,9/1/2014,153.7062495,188,10,1537.062495,10,8,1,1,19
5402,8/30/2014,197.4923536,269.9,18,3554.862364,1540,7,1,2,8
5404,4/12/2015,25.22910714,25.5,30,756.8732142,568,6,2,1,2
5405,5/11/2015,86.25724759,165,10,862.5724759,130,8,2,1,2
5406,11/29/2016,10.59029778,75.99,26,275.3477422,1224,6,1,11,19
5407,3/3/2014,16.0667748,281,9,144.6009732,33,8,1,5,17
5408,3/27/2014,4.472963156,209,12,53.67555787,935,16,1,8,10
5409,7/17/2014,177.0143818,198,12,2124.172581,62,8,1,2,2
5411,8/4/2015,17.01993909,219,12,204.2392691,472,14,1,2,21
5413,4/20/2016,2.752839442,16.99,10,27.52839442,654,10,2,1,20
5414,10/5/2016,30.42614011,129,13,395.5398215,1207,22,2,11,15
5415,10/26/2015,123.3677211,259,13,1603.780375,1191,13,1,10,8
5417,11/18/2015,418.0841071,637,13,5435.093393,757,9,4,10,30
5418,2/3/2014,20.90977396,44,6,125.4586438,1341,6,1,8,5
5420,2/17/2015,536.6718398,890,9,4830.046559,152,2,1,5,24
5421,1/30/2016,82.83636171,229,18,1491.054511,1026,16,3,5,2
5422,2/28/2016,1.764230416,12.66,18,31.75614748,449,14,4,7,15
5423,3/13/2014,52.61507215,838,10,526.1507215,168,2,1,1,30
5428,10/16/2014,86.42345667,159.99,13,1123.504937,1320,14,1,10,2
5429,12/1/2014,126.0415059,329,13,1638.539577,526,11,1,11,6
5431,5/24/2015,93.81830684,200,10,938.1830684,1481,21,1,1,1
5433,3/20/2014,56.83993882,67.4,5,284.1996941,1618,1,1,1,14
5435,4/29/2014,44.78681544,90,5,223.9340772,1125,13,1,1,2
5436,7/29/2016,270.1100017,699,12,3241.32002,1558,12,1,2,30
5437,7/15/2014,159.4129537,349,36,5738.866335,1553,7,1,2,8
5438,6/11/2014,145.8736995,436.2,12,1750.484394,239,9,1,2,24
5440,3/20/2016,6.569554152,28.99,10,65.69554152,569,10,1,1,8
5441,11/25/2015,22.66709955,259.99,13,294.6722941,1296,14,1,10,14
5442,1/11/2014,58.55867379,129,4,234.2346952,22,8,1,5,29
5443,9/21/2014,24.14161674,46.99,8,193.1329339,574,10,1,4,27
5444,4/19/2015,82.37554369,179,12,988.5065242,994,13,1,6,26
5445,4/14/2015,308.1998133,559,80,24655.98506,1548,7,3,1,2
5446,11/27/2016,0.451250402,0.95,26,11.73251045,1356,6,4,11,15
5447,1/24/2016,91.210634,310,9,820.895706,1457,19,4,5,30
5451,1/8/2014,44.30261069,289.99,12,531.6313283,442,14,1,8,31
5452,2/22/2014,21.33437353,69,4,85.3374941,1129,13,1,5,14
5453,1/14/2015,0.753203308,0.95,9,6.778829776,1355,6,1,5,24
5455,7/27/2015,39.17680756,159.99,10,391.7680756,461,14,1,1,14
5456,11/29/2015,239.8433071,627,13,3117.962993,108,9,1,10,8
5457,12/3/2015,32.81807009,219,8,262.5445607,1251,4,2,4,20
5458,10/25/2015,108.9730308,369,26,2833.298801,1257,4,3,10,2
5459,4/11/2014,12.69156826,148,6,76.14940957,77,8,4,6,15
5460,5/1/2014,81.14760351,328,6,486.8856211,234,9,4,6,15
5461,3/10/2016,34.51283612,199,20,690.2567223,1249,4,1,1,8
5462,9/25/2015,517.3981227,655,8,4139.184982,182,2,4,4,3
5464,5/16/2014,17.0963995,16.9,5,85.48199748,802,6,1,1,8
5465,1/2/2014,9.852805551,26.9,4,39.4112222,386,6,2,4,20
5467,1/6/2016,81.49716797,95,24,1955.932031,771,3,2,8,20
5468,4/19/2014,1.500155428,67.4,5,7.500777142,1619,1,1,1,8
5469,9/29/2014,27.07422501,42.99,10,270.7422501,402,10,1,1,24
5470,11/20/2014,7.503548261,16.99,13,97.54612739,654,10,1,10,8
5471,10/29/2015,14.30510955,50,13,185.9664241,379,6,1,10,14
5474,5/9/2014,6.307182671,196.9,10,63.07182671,117,8,1,1,29
5475,9/16/2014,859.6121064,2295,10,8596.121064,1033,17,1,1,2
5476,10/9/2016,221.3218698,366,26,5754.368614,204,12,2,11,15
5478,7/20/2016,473.9569374,699,12,5687.483249,1603,17,1,2,12
5479,8/10/2015,133.5891195,258,10,1335.891195,779,21,1,1,10
5480,12/24/2014,11.87962181,16.5,9,106.9165963,631,6,1,5,2
5482,6/4/2016,115.9625553,326,24,2783.101328,967,12,1,2,14
5483,8/31/2014,12.65100137,13.89,12,151.8120165,453,14,1,2,24
5488,1/26/2016,5.661739653,230.9,6,33.97043792,589,6,1,8,5
5489,6/14/2014,3.248682629,16.5,10,32.48682629,633,6,4,1,3
5490,9/11/2014,142.8125157,179,10,1428.125157,993,13,1,1,2
5491,5/16/2016,14.52612894,35.99,12,174.3135472,314,10,1,6,15
5495,2/8/2015,170.2360223,200,9,1532.124201,775,21,2,7,15
5496,11/14/2014,37.87049453,269.95,18,681.6689015,1130,7,1,10,21
5497,4/26/2015,100.1640014,251,10,1001.640014,715,17,1,1,10
5499,11/2/2016,31.01975838,40.55,16,496.316134,892,1,2,4,20
5501,1/7/2014,201.5684242,280,9,1814.115818,1388,19,1,5,17
5502,3/19/2014,87.47498086,188.5,20,1749.499617,5,8,4,1,30
5503,7/30/2014,9.034361011,25,10,90.34361011,800,3,4,1,15
5504,9/8/2014,279.7347584,391.9,10,2797.347584,252,9,1,1,30
5507,4/22/2015,218.1424625,328,20,4362.849249,228,9,4,1,3
5508,9/5/2016,62.93357643,77.68,20,1258.671529,333,15,2,1,2
5511,1/6/2014,31.50677568,159,9,283.5609811,912,16,1,5,21
5513,4/3/2014,463.0122821,655,10,4630.122821,184,2,1,1,14
5514,3/30/2014,241.0505439,389,9,2169.454895,1384,19,4,7,15
5515,5/27/2014,0.340596165,399,10,3.405961651,556,11,1,1,29
5517,8/3/2015,6.68829086,13.5,12,80.25949032,481,6,1,2,24
5519,7/11/2016,543.6037185,1520,10,5436.037185,200,2,1,1,28
5520,11/17/2015,98.88358613,230,13,1285.48662,1444,19,1,11,11
5521,12/24/2013,68.30957867,290,8,546.4766294,121,8,1,4,10
5522,2/5/2014,58.67891031,328,6,352.0734619,226,9,1,8,16
5524,3/29/2015,15.34392687,50,10,153.4392687,380,6,1,1,17
5525,4/3/2015,2.591780001,19.9,10,25.91780001,369,6,1,1,2
5528,8/1/2016,365.3381458,489,9,3288.043312,546,11,4,3,3
5529,6/27/2016,123.4231632,229,12,1481.077958,1367,19,2,1,15
5530,1/7/2014,6.386527263,9.99,6,38.31916358,732,10,4,8,3
5531,12/6/2015,11.83989097,13,18,213.1180375,638,6,2,5,2
5533,4/22/2014,143.4304174,165,6,860.5825047,129,8,2,6,15
5535,11/26/2014,2.351984998,9.99,120,282.2381998,784,5,2,10,2
5536,4/2/2015,65.86556187,129,18,1185.580114,1467,19,2,7,15
5539,11/21/2015,293.580992,480.5,8,2348.647936,261,9,1,4,10
5540,10/30/2015,1.208168773,198,13,15.70619404,58,8,2,10,2
5542,4/11/2014,0.462394533,13.89,10,4.623945333,1311,14,1,1,5
5543,6/14/2014,11.48497872,12.66,24,275.6394894,1308,14,3,2,2
5544,8/14/2014,148.986628,188,12,1787.839536,264,2,4,3,3
5545,4/29/2015,181.2978209,229,12,2175.573851,1598,17,1,6,28
5546,7/8/2015,147.5103749,588,9,1327.593374,87,9,1,3,13
5547,5/3/2016,4.20618057,22.9,20,84.1236114,364,6,1,1,17
5548,9/30/2016,30.15760869,52.9,20,603.1521739,365,6,1,1,12
5550,12/10/2013,117.7866744,299.23,8,942.2933952,348,15,1,4,26
5553,7/2/2014,105.3465924,219,10,1053.465924,978,16,1,1,13
5555,8/26/2016,247.2433517,382.95,10,2472.433517,1554,12,1,1,30
5556,6/5/2016,124.7882195,230.9,6,748.729317,590,6,1,1,6
5557,12/14/2014,9.84977249,39.99,9,88.64795241,483,10,1,5,2
5559,6/4/2014,64.29070186,281,12,771.4884223,28,8,3,2,2
5560,3/5/2016,18.69067632,20.96,18,336.4321738,818,6,2,7,15
5561,9/12/2016,2.002507837,119,10,20.02507837,1208,22,1,1,12
5563,12/28/2014,177.2968914,500,18,3191.344045,1263,4,4,5,30
5564,4/23/2014,4.102424849,21.57,5,20.51212425,307,15,1,1,30
5565,6/7/2016,21.94281581,2295,6,131.6568948,1033,17,1,2,4
5566,9/9/2016,574.1907945,890,10,5741.907945,152,2,1,1,14
5567,10/12/2015,282.5628383,819,8,2260.502706,1585,13,1,4,8
5569,1/18/2015,172.1967178,469,36,6199.081842,1151,7,3,5,2
5570,2/23/2016,1080.762343,2499,9,9726.861087,1030,17,1,5,30
5571,3/29/2015,81.39296634,255,10,813.9296634,1378,19,1,1,17
5573,10/14/2016,93.78939634,99,26,2438.524305,1361,6,2,11,15
5576,1/15/2016,18.18745516,33.9,9,163.6870965,666,6,1,5,8
5577,4/27/2014,6.004994906,229.9,30,180.1498472,1538,7,2,1,20
5578,7/20/2016,72.65312125,296,6,435.9187275,1527,18,3,2,2
5579,9/23/2015,7.785673063,9.5,20,155.7134613,663,6,4,1,15
5580,11/6/2015,23.31393572,25.69,8,186.5114857,882,1,4,4,3
5582,1/17/2015,126.4383207,382.95,18,2275.889773,1555,12,2,7,15
5583,1/20/2016,16.8649734,29.95,24,404.7593616,604,6,2,8,20
5585,8/9/2014,91.72638601,281,10,917.2638601,29,8,1,1,18
5587,3/16/2015,8.83233008,16.9,10,88.3233008,802,6,1,1,21
5588,5/25/2015,66.75680562,269,10,667.5680562,1283,4,1,1,2
5589,6/21/2016,85.74751901,380,6,514.4851141,1419,19,1,2,8
5590,9/3/2016,12.87079819,39.9,24,308.8991566,433,6,1,2,8
5591,10/21/2015,58.13128905,129,13,755.7067577,625,6,1,10,29
5592,12/3/2015,15.13546144,196,13,196.7609988,902,16,4,10,30
5594,6/23/2014,37.78951258,41.73,6,226.7370755,1344,6,1,2,8
5595,3/24/2015,18.27551634,28.99,10,182.7551634,571,10,3,1,2
5596,2/19/2014,271.538855,369,27,7331.549085,1136,7,3,5,2
5598,12/8/2015,164.0189578,169.99,32,5248.606649,1094,20,2,4,20
5599,11/25/2015,2.530383643,268,13,32.89498736,56,8,2,10,2
5600,3/12/2014,41.66185414,398,10,416.6185414,1392,19,1,1,8
5601,11/18/2016,211.1640739,299,26,5490.265921,831,11,1,10,30
5602,10/12/2016,481.9444917,556,13,6265.278392,174,2,1,10,24
5603,1/25/2014,149.5030764,219,8,1196.024611,1252,4,4,5,30
5604,1/5/2015,74.61718157,300,12,895.4061789,1455,19,2,8,20
5606,9/5/2014,56.92503488,230,8,455.400279,1442,19,1,4,26
5607,6/10/2015,644.9736413,819,10,6449.736413,218,12,4,1,3
5608,8/31/2016,244.3925937,568,12,2932.711124,745,9,1,2,21
5611,6/7/2014,147.2859864,255,12,1767.431836,1378,19,1,2,21
5612,6/11/2014,162.2537248,689,12,1947.044698,861,11,3,2,2
5614,1/4/2014,9.121179791,15.5,4,36.48471917,807,6,1,5,21
5616,9/27/2014,96.47955747,328,5,482.3977874,227,9,1,1,8
5618,5/31/2015,8.772823579,40.55,10,87.72823579,890,1,2,1,2
5619,6/3/2016,186.2625848,329,12,2235.151017,535,11,2,6,15
5621,10/14/2016,11.74872081,12.95,26,305.4667411,619,6,1,11,6
5622,2/28/2014,72.54093423,436.2,9,652.868408,242,9,1,5,2
5623,5/22/2014,461.5372405,998,10,4615.372405,292,2,1,1,14
5624,8/25/2014,90.79159569,208,12,1089.499148,1428,19,1,2,21
5626,9/1/2015,67.39474689,328,12,808.7369626,226,9,3,2,2
5627,10/11/2015,8.356613276,129,13,108.6359726,25,8,1,10,27
5628,2/8/2014,107.0847215,382.95,24,2570.033315,1154,12,2,8,20
5629,10/14/2014,3.60475656,13,6,21.62853936,638,6,1,10,5
5630,3/27/2015,77.85029177,268,9,700.652626,54,8,1,7,9
5631,10/26/2016,35.07501875,109.99,78,2735.851462,1317,14,3,10,2
5632,2/2/2015,16.54768705,39.9,9,148.9291835,432,6,1,5,24
5633,2/6/2016,7.335918385,27.9,9,66.02326546,404,6,1,5,2
5634,5/26/2015,7.991052808,229,10,79.91052808,1027,16,4,1,3
5635,9/4/2016,64.2835423,69.99,20,1285.670846,822,6,4,1,15
5636,6/14/2016,140.3190731,186.9,24,3367.657753,21,8,4,1,15
5637,7/30/2016,6.172752327,436.2,12,74.07302792,242,9,3,2,2
5639,5/6/2014,164.9433062,301,10,1649.433062,1425,21,1,1,5
5641,9/2/2015,146.7021038,279.99,10,1467.021038,1089,20,4,1,15
5642,8/26/2014,46.57913207,880,12,558.9495848,156,2,1,2,8
5644,9/22/2015,2.76153038,16.5,10,27.6153038,632,6,1,1,8
5645,1/7/2015,269.5685506,850,18,4852.233912,169,2,2,5,2
5646,12/21/2015,132.5361449,186.9,9,1192.825304,21,8,1,5,8
5647,4/19/2014,92.51267413,102,5,462.5633706,1239,6,1,1,21
5651,10/21/2015,146.0520948,165,13,1898.677232,126,8,1,11,22
5652,12/8/2015,59.66629142,326,18,1073.993246,1177,12,1,5,29
5654,2/26/2015,199.8554334,281,9,1798.698901,32,8,2,7,15
5655,4/16/2014,5.402206287,22.89,10,54.02206287,1315,14,1,1,8
5656,8/11/2014,142.3599927,219,12,1708.319912,977,16,1,2,8
5658,4/21/2016,17.25288748,40.55,20,345.0577495,892,1,1,1,29
5659,8/30/2015,470.7215029,569,9,4236.493526,845,11,1,3,10
5660,11/12/2015,4.461950643,99,8,35.69560515,1182,13,2,4,20
5663,9/9/2015,5.708337999,39.99,16,91.33340799,408,3,4,4,3
5664,11/11/2015,223.4244626,229,13,2904.518014,680,17,1,10,30
5665,12/20/2013,194.3118971,255,36,6995.228294,1378,19,3,5,2
5667,9/3/2014,250.8403143,279.99,12,3010.083771,1088,20,1,2,12
5668,9/3/2016,99.34935286,293,12,1192.192234,1508,21,1,2,8
5669,3/31/2014,5.164958391,42.99,10,51.64958391,401,10,1,1,2
5670,4/27/2014,22.95475803,59.99,6,137.7285482,329,15,2,6,15
5671,6/9/2015,5.271186702,12.66,12,63.25424043,449,14,1,1,30
5672,10/3/2016,20.71895611,249.99,8,165.7516489,1638,1,1,4,23
5673,3/24/2015,4.714885276,37.95,10,47.14885276,877,1,1,1,12
5674,3/10/2014,12.58761363,26.99,10,125.8761363,584,10,1,1,27
5677,11/24/2015,9.698855122,159,13,126.0851166,911,16,1,10,8
5680,9/9/2014,148.0556468,290,8,1184.445174,121,8,2,4,20
5681,10/7/2014,255.6616513,290,13,3323.601467,1422,21,1,10,2
5682,7/30/2016,59.60146252,190,12,715.2175503,1015,16,1,2,17
5684,9/15/2015,43.40694387,229,10,434.0694387,1038,17,1,1,14
5686,1/28/2015,133.6036065,299.23,24,3206.486557,346,15,4,8,3
5688,4/28/2014,1.318483865,19.9,5,6.592419327,368,6,1,1,17
5689,9/10/2014,19.56621751,24.99,4,78.26487005,614,3,1,4,18
5690,4/1/2016,370.5399018,499,10,3705.399018,1037,17,4,1,30
5691,9/9/2016,58.56671178,78,20,1171.334236,946,16,2,1,15
5694,1/9/2015,3.57389585,4.06,360,1286.602506,641,5,1,7,10
5697,4/19/2016,2.116832806,23.9,20,42.33665613,416,6,2,1,2
5698,10/18/2015,111.7999138,188,13,1453.398879,265,2,1,10,17
5699,11/29/2015,31.55161573,36.99,8,252.4129258,630,3,2,4,20
5700,1/22/2014,34.41500363,49.96,4,137.6600145,397,3,1,5,2
5702,1/12/2015,23.44160888,77.99,9,210.9744799,512,3,2,7,15
5705,3/28/2016,188.0675397,389,10,1880.675397,1383,19,1,1,29
5707,9/9/2015,108.073607,208,20,2161.47214,1428,19,4,1,30
5708,12/20/2013,102.1877364,129,9,919.6896277,956,16,1,5,17
5709,2/21/2014,47.16956168,190,8,377.3564934,712,17,4,5,30
5710,2/2/2015,1.74143306,25,9,15.67289754,797,3,2,7,15
5714,2/22/2016,19.84212737,39.9,18,357.1582926,432,6,1,7,9
5715,3/18/2014,22.78155536,24.99,5,113.9077768,616,3,1,1,21
5716,5/28/2014,111.5347818,259.99,10,1115.347818,439,14,3,1,2
5718,6/6/2015,14.29676094,28.99,12,171.5611313,570,10,1,2,21
5720,7/2/2016,60.68636822,368,6,364.1182093,1375,19,1,1,13
5722,1/26/2015,42.12554712,229,9,379.1299241,680,17,1,7,19
5723,2/13/2015,43.19168713,186.9,9,388.7251842,18,8,1,5,14
5724,7/17/2014,8.351340524,12.99,5,41.75670262,429,10,1,1,8
5725,5/26/2015,50.76902194,196.9,10,507.6902194,115,8,1,1,16
5726,8/13/2015,472.3941597,480,12,5668.729916,538,11,1,2,30
5727,3/28/2014,163.8464069,188,10,1638.464069,13,8,1,1,2
5728,4/19/2014,10.72008448,49.96,5,53.6004224,396,3,1,1,8
5730,6/12/2014,163.7449868,299,12,1964.939841,1397,19,4,1,15
5731,4/11/2015,9.376749475,42.99,10,93.76749475,400,10,4,1,30
5732,8/11/2016,26.27202538,42.99,6,157.6321523,402,10,1,2,14
5733,12/27/2013,131.3355891,369,48,6304.108275,1136,7,1,4,3
5734,12/11/2013,51.22110504,259,4,204.8844202,1279,4,1,4,10
5736,5/20/2014,64.39588561,109,5,321.979428,1062,17,1,1,12
5737,10/13/2014,8.6160895,39.99,8,68.928716,485,10,1,4,11
5738,5/24/2016,10.37684658,39.9,20,207.5369316,432,6,1,1,2
5740,3/28/2016,105.4333095,758,10,1054.333095,1162,12,1,1,24
5741,5/17/2014,19.71249226,23.9,10,197.1249226,413,6,1,1,15
5742,7/1/2014,86.30196167,208,12,1035.62354,1427,19,1,1,14
5743,10/20/2014,62.73704426,299.9,6,376.4222656,838,11,4,11,15
5744,5/4/2015,67.26770546,169,10,672.6770546,944,16,1,1,2
5745,4/12/2015,24.25544778,179,10,242.5544778,1189,13,3,1,2
5747,10/10/2015,202.3910944,199,26,5262.168454,523,11,2,10,2
5748,2/7/2014,114.0171508,673,9,1026.154357,760,9,1,5,2
5749,6/10/2014,26.71447618,59,5,133.5723809,918,13,1,1,8
5750,10/26/2014,37.61491325,159,13,488.9938722,911,16,1,10,8
5751,10/21/2016,48.61771693,180,26,1264.06064,263,2,1,11,17
5756,4/7/2016,257.5304518,329,10,2575.304518,537,11,1,1,29
5757,2/27/2015,35.88651816,50,9,322.9786634,381,6,1,5,14
5758,2/7/2016,58.75394383,121,9,528.7854945,1050,16,1,5,12
5761,4/19/2016,107.2211503,188,12,1286.653803,10,8,4,6,15
5762,11/9/2015,240.0210308,330,13,3120.273401,1398,19,1,10,14
5764,1/6/2015,20.13850915,28.99,18,362.4931646,571,10,2,5,2
5767,9/8/2014,809.6433926,999,10,8096.433926,1601,17,1,1,2
5768,11/18/2014,5.738937122,17.99,8,45.91149697,1307,14,4,4,3
5769,11/3/2014,350.3008006,600,13,4553.910407,172,2,1,10,2
5771,4/6/2015,1.246411984,12.95,10,12.46411984,693,6,1,1,5
5772,6/12/2015,5.598162286,12.66,12,67.17794743,450,14,1,1,19
5776,6/3/2015,259.9906369,312,10,2599.906369,95,9,1,1,29
5777,4/29/2015,275.9393494,382.95,10,2759.393494,957,12,1,1,14
5779,8/8/2016,513.5096903,699,10,5135.096903,1604,17,1,1,14
5786,6/14/2016,0.546749627,15.5,24,13.12199105,808,6,1,2,14
5788,8/31/2016,212.7550641,380,12,2553.06077,1418,19,4,2,30
5789,2/16/2015,112.0038628,326,9,1008.034765,967,12,1,5,30
5790,8/4/2014,68.37579821,147,12,820.5095785,1023,16,1,2,10
5792,7/14/2015,138.3807598,231,12,1660.569118,47,8,1,2,30
5795,9/11/2015,75.41435353,230,10,754.1435353,1445,19,1,1,2
5796,1/14/2015,70.26085706,170,12,843.1302847,268,2,1,8,15
5797,12/28/2015,681.3245745,999,13,8857.219468,1601,17,2,11,15
5798,5/14/2014,212.4351537,255,10,2124.351537,1378,19,1,1,8
5799,10/1/2015,15.96064376,26.99,10,159.6064376,582,10,1,1,7
5800,1/27/2014,6.140264399,1000,12,73.68317279,285,2,1,8,10
5801,3/1/2016,40.55482981,368,9,364.9934683,1375,19,1,5,30
5802,5/6/2014,56.94021395,169,10,569.4021395,944,16,1,1,8
5804,5/5/2016,159.871838,312,20,3197.436759,99,9,4,1,30
5805,5/16/2016,231.5811072,258,10,2315.811072,1498,21,4,1,30
5807,10/16/2015,70.90686227,115,8,567.2548982,1630,1,1,4,27
5808,9/25/2015,41.3119188,47.44,10,413.119188,503,10,1,1,25
5810,1/16/2014,389.0711076,411,18,7003.279937,145,2,3,5,2
5813,4/10/2016,324.1716658,500,10,3241.716658,1261,4,1,1,29
5814,12/4/2016,15.41735101,16.99,16,246.6776161,318,10,1,4,26
5815,9/27/2015,233.3265913,399,10,2333.265913,556,11,1,1,12
5816,9/21/2015,22.3464389,27.9,10,223.464389,404,6,1,1,25
5818,1/5/2016,25.1578115,120,26,654.1030991,1628,1,2,11,15
5819,4/20/2014,68.49218418,301,10,684.9218418,1426,21,1,1,2
5820,7/20/2015,42.42670917,41.73,12,509.12051,1344,6,2,2,2
5821,6/8/2016,40.17639887,229,6,241.0583932,1028,16,1,2,14
5822,7/5/2016,11.82576628,13,48,567.6367815,638,6,2,2,2
5824,6/25/2014,164.0148706,299.9,18,2952.267671,1544,7,1,2,8
5825,7/2/2014,149.0920122,188.5,12,1789.104146,2,8,1,2,2
5826,4/4/2015,22.3797306,42,10,223.797306,580,10,4,1,30
5827,9/12/2016,13.12782496,38.99,20,262.5564991,669,10,2,1,15
5828,6/14/2016,62.48123923,186.9,30,1874.437177,17,8,2,1,20
5830,8/26/2015,1.940474981,229,12,23.28569977,1028,16,1,2,14
5831,2/24/2014,137.2796249,281,12,1647.355499,28,8,1,8,23
5833,4/5/2014,80.29846795,165,5,401.4923398,131,8,1,1,21
5835,6/17/2014,364.2736934,399,10,3642.736934,554,11,4,1,3
5836,11/13/2014,36.2419281,91,6,217.4515686,969,16,1,10,24
5837,10/22/2015,142.0034528,432,13,1846.044887,140,2,1,10,12
5840,5/9/2014,108.3079741,136,10,1083.079741,906,16,1,1,29
5842,4/20/2014,268.3541009,657,10,2683.541009,257,9,2,1,2
5844,4/29/2016,23.69235953,26.99,10,236.9235953,584,10,1,1,8
5845,6/11/2016,108.0440903,208,10,1080.440903,1431,19,1,1,10
5846,8/16/2016,45.79658292,57.88,12,549.5589951,1324,14,1,2,8
5847,11/1/2016,78.49570907,149.95,26,2040.888436,1517,18,1,11,9
5848,9/30/2015,1.524411905,22.9,30,45.73235715,363,6,3,1,2
5849,10/19/2016,146.9499324,251,13,1910.349122,714,17,2,11,15
5850,10/3/2015,74.77487695,219,8,598.1990156,475,14,1,4,30
5852,9/7/2014,216.3858832,699,16,3462.17413,1603,17,2,4,20
5853,10/19/2014,187.6606605,499,13,2439.588587,1037,17,1,10,22
5854,11/23/2014,82.62400202,499.9,24,1982.976049,1138,7,2,4,20
5856,2/21/2014,141.2719043,184.5,9,1271.447138,35,8,1,5,24
5859,5/7/2016,110.7055476,382.95,10,1107.055476,1554,12,1,1,30
5861,7/14/2014,261.5518433,1000,9,2353.96659,284,2,1,3,3
5863,7/13/2016,97.55791395,334,12,1170.694967,246,9,4,2,30
5864,10/17/2016,167.6483277,281,8,1341.186621,32,8,2,4,20
5867,6/19/2014,244.9161052,267,12,2938.993262,1462,19,1,1,22
5869,8/22/2014,23.2113826,368,12,278.5365912,1375,19,1,2,24
5870,11/17/2014,132.9287086,838,13,1728.073212,167,2,1,10,8
5871,11/16/2014,221.8337838,998,8,1774.670271,291,2,1,4,5
5872,4/9/2015,42.2153808,109,10,422.153808,1062,17,1,1,25
5873,2/8/2014,163.8493703,343,9,1474.644332,754,9,1,5,4
5874,12/12/2014,10.14923725,19.9,13,131.9400843,369,6,2,11,15
5875,3/26/2014,109.2288832,160,10,1092.288832,949,16,1,1,2
5876,4/4/2014,147.6615913,290,10,1476.615913,123,8,1,1,29
5877,6/12/2015,43.14012059,231,10,431.4012059,43,8,1,1,10
5878,6/9/2016,104.8087172,268,10,1048.087172,55,8,2,1,20
5879,1/8/2014,166.3650604,310,9,1497.285544,1459,19,1,5,14
5880,4/16/2014,9.610704017,12.66,10,96.10704017,451,14,1,1,30
5881,9/11/2016,45.75834392,49.96,16,732.1335028,396,3,1,4,16
5882,10/28/2015,438.5128928,758,13,5700.667606,1560,12,1,10,8
5883,3/1/2016,174.8359016,299,18,3147.046228,832,11,1,5,29
5884,4/18/2014,22.41860048,28.99,12,269.0232057,571,10,1,6,22
5887,9/19/2016,49.81125149,179.99,10,498.1125149,436,14,3,1,2
5888,12/16/2013,99.66429273,229.9,12,1195.971513,1539,7,1,4,10
5889,2/5/2014,32.62541105,436.2,9,293.6286994,241,9,1,5,29
5890,2/27/2015,149.9209057,1000,9,1349.288151,284,2,1,5,2
5891,2/6/2016,2.92885694,12.95,18,52.71942493,619,6,1,7,28
5892,2/11/2014,387.6791009,699,9,3489.111908,1161,12,2,5,2
5894,7/5/2014,342.576889,409,12,4110.922668,533,11,1,2,24
5895,8/27/2014,32.27002258,302,9,290.4302032,1412,19,1,3,13
5896,11/24/2014,15.25273924,90,6,91.51643543,1125,13,1,10,14
5897,11/29/2014,160.1346096,199,4,640.5384385,1365,21,1,4,1
